grdc_no,date,original,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
2548500,1987-10-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1987-11-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1987-12-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-01-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-02-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-03-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-04-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-05-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-06-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-07-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-08-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-09-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-10-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-11-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1988-12-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-01-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-02-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-03-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-04-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-05-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-06-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-07-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-08-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-09-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-10-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-11-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1989-12-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-01-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-02-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-03-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-04-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-05-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-06-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-07-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-08-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-09-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-10-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-11-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1990-12-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-01-01,69.3,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-02-01,54.2,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-03-01,76.9,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-04-01,95.5,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-05-01,160.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-06-01,374.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-07-01,626.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-08-01,981.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-09-01,592.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-10-01,187.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-11-01,112.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1991-12-01,87.7,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-01-01,81.2,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-02-01,79.2,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-03-01,68.1,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-04-01,75.6,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-05-01,106.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-06-01,166.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-07-01,449.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-08-01,936.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-09-01,615.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-10-01,189.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-11-01,110.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1992-12-01,81.6,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-01-01,77.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-02-01,70.8,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-03-01,83.1,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-04-01,111.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-05-01,166.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-06-01,328.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-07-01,440.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-08-01,682.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-09-01,,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-10-01,251.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-11-01,133.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548500,1993-12-01,101.0,2,2481,BHERI NADI,JAMU,NP,28.76,81.35,12290.0,246.0,,,,,1963.0,1993.0,31.0,42.20430107526882,1963,1993,31,299.379,9.441216144,768.2031036615135
2548610,1976-01-01,29.5,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-02-01,25.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-03-01,19.6,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-04-01,19.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-05-01,20.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-06-01,51.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-07-01,200.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-08-01,258.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-09-01,219.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-10-01,107.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-11-01,61.9,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1976-12-01,44.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-01-01,36.4,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-02-01,30.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-03-01,23.5,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-04-01,20.8,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-05-01,26.9,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-06-01,40.2,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-07-01,162.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-08-01,283.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-09-01,149.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-10-01,72.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-11-01,46.9,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1977-12-01,34.6,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-01-01,28.5,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-02-01,25.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-03-01,23.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-04-01,23.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-05-01,21.6,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-06-01,132.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-07-01,288.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-08-01,308.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-09-01,203.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-10-01,110.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-11-01,53.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1978-12-01,35.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-01-01,25.9,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-02-01,26.2,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-03-01,17.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-04-01,14.5,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-05-01,19.4,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-06-01,56.2,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-07-01,177.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-08-01,254.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-09-01,130.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-10-01,83.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-11-01,52.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1979-12-01,46.9,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-01-01,34.8,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-02-01,28.3,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-03-01,24.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-04-01,15.8,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-05-01,24.7,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-06-01,71.1,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-07-01,183.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
2548610,1980-08-01,259.0,2,2481,RAPTI RIVER,BAGASOTI GAON,NP,27.9,82.85,3380.0,381.0,,,,,1976.0,1985.0,10.0,0.0,1976,1985,10,93.389,2.945115504,871.335947928994
